Customer_ID,Customer_Name,Date_of_Birth,Marital_Status,Gender,Yearly_Income
SP10545,Sibella Parks,2002-02-09,S,M,30000
Dp3240,Dean percer,2001-01-20,S,M,20000
LW6825,Laurel Workman,1953-04-25,S,F,10000
EN3780,Edward Nazzal,1978-11-20,S,F,20000
TZ11445,Tom Zandusky,1957-11-02,S,M,20000
KD6615,Ken Dana,1951-06-23,S,F,30000
LD7005,Lisa DeCherney,2001-04-26,M,F,40000
CL1890,Carl Ludwig,1950-07-11,M,F,40000
HG4965,Henry Goldwyn,1952-03-15,M,M,60000
BO1350,Bill Overfelt,1968-01-16,S,M,60000
YC11895,Yoseph Carroll,1979-03-18,M,M,60000
JM5535,Jessica Myrick,1960-07-22,S,F,40000
RA9885,Ruben Ausman,1972-08-05,S,F,40000
KM6660,Khloe Miller,1963-02-15,M,M,50000
DW3585,Dorothy Wardle,1987-04-20,M,M,170000
TS11655,Trudy Schmidt,1952-09-14,M,F,10000
RK9300,Ralph Kennedy,1999-03-17,S,M,10000
SC10020,Sam Craven,1979-06-20,M,M,10000
AG390,Allen Goldenen,1997-08-02,M,M,10000
AT735,Annie Thurman,1981-09-13,M,F,20000
JW5955,Joni Wasserman,1995-09-02,S,M,20000
AF885,Art Foster,1968-06-09,M,M,30000
KB6405,Katrina Bavinger,1969-08-30,M,M,30000
BP1290,Beth Paige,1968-07-14,M,M,30000
OT8730,Olvera Toch,2004-08-23,M,M,10000
LS6975,Lindsay Shagiari,1977-05-25,M,M,10000
GD4590,Giulietta Dortch,1999-03-14,M,M,10000
MP7965,Michael Paige,1955-02-26,S,M,20000
DS3180,David Smith,1956-10-23,M,M,20000
ED3885,Emily Ducich,1976-02-09,S,F,10000
NZ8565,Nick Zandusky,1956-09-16,S,F,10000
JG5805,John Grady,1998-07-30,M,M,10000
EB3870,Emily Burns,1963-03-27,M,M,20000
BG1695,Brooke Gillingham,1981-08-08,M,M,20000
SR10425,Sharelle Roach,1977-09-06,M,F,20000
AS90,Adam Shillingsburg,1995-02-14,M,M,30000
SP10620,Stefania Perrino,1951-02-07,M,M,10000
SH10395,Shahid Hopkins,1954-03-15,M,M,10000
AR540,Andy Reiter,1956-07-04,M,M,10000
CM2235,Chris McAfee,1989-03-03,M,F,20000
AS225,Alan Schoenberger,1983-07-31,M,M,20000
RA9915,Russell Applegate,2003-08-22,M,F,20000
RS9420,Ricardo Sperren,1970-04-04,S,F,10000
TN11040,Tanja Norvell,1988-06-08,M,F,10000
VP11730,Victor Preis,1985-10-30,M,M,30000
KW6435,Katrina Willman,1999-03-13,M,M,30000
PP8955,Paul Prost,1952-03-31,M,F,10000
SC10575,Sonia Cooley,1984-11-02,M,M,30000
ML7410,Maris LaWare,2005-04-13,M,F,30000
CJ2010,Caroline Jumper,1967-05-14,M,F,30000
FG4260,Frank Gastineau,1960-09-06,M,F,40000
TW11025,Tamara Willingham,1979-12-11,S,M,10000
DB3210,Dean Braden,1977-06-23,M,F,10000
EA4035,Erin Ashbrook,1993-11-20,S,F,10000
EM3825,Elizabeth Moffitt,1970-07-11,S,M,10000
TB11355,Todd Boyes,1966-11-18,S,M,10000
ME8010,Michelle Ellison,1964-08-16,S,F,10000
JE5715,Joe Elijah,1984-10-11,S,M,10000
MC7605,Matt Connell,1997-10-16,S,M,10000
FH4350,Fred Harton,2002-12-22,S,M,10000
BC1125,Becky Castell,1953-07-12,S,F,10000
MG7875,Michael Grace,1970-12-07,S,M,10000
FH4275,Frank Hawley,1960-04-29,S,F,10000
DK2985,Darren Koutras,2000-02-28,S,F,10000
BK1260,Berenike Kampe,1975-01-01,S,M,10000
MP7470,Mark Packer,1990-12-05,S,F,10000
SC10800,Stuart Calhoun,1992-04-24,M,M,10000
BD1500,Bradley Drucker,1968-02-19,S,F,10000
RC9825,Roy Collins,1989-02-20,S,M,20000
MG7890,Michael Granlund,1988-01-12,S,F,10000
ZC11910,Zuschuss Carroll,2001-09-24,M,M,20000
